#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 4           71.591            0.000        0.000        0.000        507830                      309729                      
GPU 5           72.675            0.000        0.000        0.000        514051                      306020                      
GPU 6           72.437            0.000        0.000        0.000        502085                      305024                      
GPU 7           72.309            0.000        0.000        0.000        502594                      305539                      
GPU 0           96.906            0.000        0.000        0.000        487462                      271511                      
GPU 1           71.077            0.000        0.000        0.000        517213                      307603                      
GPU 2           70.221            0.000        0.000        0.000        501536                      303961                      
GPU 3           70.043            0.000        0.000        0.000        513560                      303943                      
GPU 4           71.640            0.000        0.000        0.000        505734                      308681                      
GPU 5           72.689            0.000        0.000        0.000        512499                      303936                      
GPU 6           72.528            0.000        0.000        0.000        506809                      308697                      
GPU 7           72.268            0.000        0.000        0.000        499441                      303438                      
GPU 0           96.988            0.000        0.000        0.000        486411                      269937                      
GPU 1           71.115            0.000        0.000        0.000        510947                      301851                      
GPU 2           70.192            0.000        0.000        0.000        497883                      300302                      
GPU 3           70.024            0.000        0.000        0.000        507281                      300281                      
